Building_Name,Carpet_Area,BHK,Floor_Number,Location,Furnished,Type,Bathrooms,Parking,Lift,Railway_Station-KM,Price,Available_for_Rent,Rented_Price
Emerald View 469,1992,1.0,15,Chembur,Unfurnished,1BHK,1,No,No,3,4659570,Yes,14911
Sai Chawl,1666,3.0,22,Goregaon East,Unfurnished,3BHK,2,No,Yes,1,3595832,No,0
Sai Chawl,1016,3.0,9,Panvel,Furnished,3BHK,2,Yes,Yes,4,4197987,Yes,11983
Sunrise Palace 237,3158,1.0,24,Mulund East,Semi-Furnished,1BHK,3,No,No,4,1874506,Yes,8547
Sai Chawl,1076,4.0,13,Powai,Furnished,4BHK,3,Yes,Yes,4,1711468,Yes,10441
Sai Chawl,3294,3.0,6,Seawoods,Unfurnished,3BHK,2,No,Yes,3,4915111,No,0
Royal Heights 106,1027,3.0,15,Mulund West,Unfurnished,3BHK,1,Yes,No,3,642799,Yes,27911
Galaxy Heights 165,1088,4.0,9,Malad East,Unfurnished,4BHK,3,Yes,Yes,3,3769528,No,0
Elite Villa 294,2837,1.0,18,Malad West,Furnished,1BHK,3,No,No,3,1662703,No,0
Sai Chawl,2591,1.0,24,Ghatkopar West,Unfurnished,1BHK,3,No,No,1,1990689,No,0
Skyline Arcade 143,1181,4.0,1,Nerul,Semi-Furnished,4BHK,1,No,No,3,4193323,Yes,29116
Sai Chawl,1888,1.0,16,Kurla East,Semi-Furnished,1BHK,4,No,No,2,4188394,Yes,30549
Sai Chawl,2547,3.0,14,Goregaon West,Furnished,3BHK,1,No,No,4,1964828,Yes,33127
Palm Villa 75,1448,1.0,22,Goregaon West,Furnished,1BHK,1,Yes,No,2,1217920,No,0
Sai Chawl,1361,2.0,13,Dadar East,Semi-Furnished,2BHK,3,Yes,Yes,4,2327654,No,0
Sai Chawl,2686,1.0,9,Dadar West,Furnished,1BHK,2,No,No,4,3075902,Yes,20438
Sai Chawl,2006,4.0,6,Kandivali East,Semi-Furnished,4BHK,1,No,No,1,3852986,No,0
Sai Chawl,1105,1.0,17,Kandivali East,Furnished,1BHK,3,Yes,Yes,0,3234818,Yes,28220
Sai Chawl,2623,3.0,6,Dadar West,Furnished,3BHK,4,No,Yes,0,3481533,Yes,23214
Galaxy Plaza 340,1374,1.0,22,Panvel,Furnished,1BHK,1,Yes,Yes,3,3359530,No,0
Harmony Apartments 74,1467,1.0,3,Kharghar,Semi-Furnished,1BHK,2,Yes,Yes,4,1967982,No,0
Orchid Park 444,2987,1.0,18,Lower Parel,Unfurnished,1BHK,3,No,No,0,2315819,Yes,26257
Harmony Tower 256,3405,3.0,16,Sion,Furnished,3BHK,2,Yes,Yes,2,3479848,Yes,29657
Harmony Residency 265,1548,4.0,20,Ghatkopar West,Unfurnished,4BHK,1,Yes,No,1,2045710,Yes,30395
Orchid Palace 61,2834,3.0,17,Bandra West,Furnished,3BHK,3,No,No,3,1483484,Yes,18119
Sai Chawl,924,3.0,23,Nerul,Semi-Furnished,3BHK,2,Yes,Yes,3,2665216,No,0
Palm Palace 412,2816,1.0,11,Panvel,Unfurnished,1BHK,3,Yes,No,2,4911726,No,0
Galaxy Homes 130,2742,1.0,22,Malad West,Unfurnished,1BHK,3,Yes,Yes,2,1361554,Yes,20018
Sai Chawl,2507,3.0,7,Worli,Unfurnished,3BHK,3,Yes,No,3,4495203,Yes,21321
Green Park 137,2454,1.0,12,Powai,Furnished,1BHK,4,No,No,4,2938164,No,0
Sai Chawl,2463,4.0,17,Vile Parle East,Semi-Furnished,4BHK,2,Yes,Yes,2,4713082,Yes,12361
Sunrise Apartments 2,2346,3.0,9,Goregaon West,Semi-Furnished,3BHK,4,Yes,Yes,4,2952885,No,0
Sai Chawl,868,1.0,4,Santacruz East,Furnished,1BHK,3,No,Yes,4,1746098,No,0
Galaxy Plaza 345,1319,3.0,4,Vile Parle West,Furnished,3BHK,2,Yes,No,4,3865137,Yes,26510
Sai Chawl,1540,1.0,21,Lower Parel,Semi-Furnished,1BHK,2,Yes,No,3,1981481,No,0
Sai Chawl,1787,4.0,22,Ghansoli,Furnished,4BHK,3,Yes,No,3,4314636,No,0
Sai Chawl,1811,3.0,16,Sion,Semi-Furnished,3BHK,3,Yes,No,2,4221197,Yes,20143
Lakeview Grandeur 358,2458,2.0,18,Belapur,Unfurnished,2BHK,2,No,Yes,3,950895,No,0
Golden Grandeur 498,3062,1.0,13,Vile Parle East,Unfurnished,1BHK,2,Yes,No,2,831053,Yes,21558
Sai Chawl,1362,4.0,11,Bandra West,Unfurnished,4BHK,3,Yes,Yes,3,2625625,Yes,24333
Harmony Heights 135,1984,3.0,22,Ghatkopar East,Unfurnished,3BHK,2,No,No,4,4195899,Yes,12282
Sai Chawl,2855,3.0,9,Bandra West,Unfurnished,3BHK,1,No,No,1,2027445,No,0
Urban Villa 11,1769,2.0,17,Mulund West,Semi-Furnished,2BHK,3,Yes,No,2,3446734,Yes,33085
Skyline Park 253,1196,3.0,10,Vile Parle East,Semi-Furnished,3BHK,1,No,No,4,4130458,Yes,19209
Sai Chawl,3228,1.0,17,Bandra West,Semi-Furnished,1BHK,4,Yes,No,1,1902789,Yes,21400
Elite View 136,2364,4.0,11,Chembur,Semi-Furnished,4BHK,1,No,No,2,3627899,No,0
Emerald Palace 415,2350,3.0,13,Ghatkopar West,Unfurnished,3BHK,3,No,Yes,2,1411620,Yes,30801
Golden Estate 132,2222,3.0,8,Malad East,Unfurnished,3BHK,3,No,Yes,2,3015657,Yes,12936
Sai Estate 86,930,4.0,18,Malad East,Furnished,4BHK,3,No,Yes,1,1619830,Yes,22693
Sunrise Tower 272,3006,2.0,1,Lower Parel,Furnished,2BHK,1,Yes,Yes,0,2936110,Yes,35117
Skyline Plaza 280,489,3.0,9,Vile Parle West,Furnished,3BHK,4,No,No,4,2726047,Yes,12775
Elite Tower 4,1499,2.0,3,Kharghar,Semi-Furnished,2BHK,3,Yes,Yes,3,4008579,Yes,34461
Elite Villa 241,3417,1.0,23,Malad East,Unfurnished,1BHK,1,No,Yes,4,3462850,No,0
Orchid Residency 431,1794,3.0,12,Airoli,Furnished,3BHK,3,Yes,No,2,3153951,Yes,12464
Sapphire Residency 152,3037,2.0,24,Santacruz East,Semi-Furnished,2BHK,3,Yes,Yes,2,3169553,Yes,18198
Sai Chawl,1172,1.0,7,Airoli,Semi-Furnished,1BHK,1,No,Yes,0,3780405,Yes,23383
Sai Chawl,2791,4.0,20,Kurla West,Unfurnished,4BHK,3,No,Yes,0,3485076,No,0
Silver Homes 198,2451,4.0,9,Dadar East,Furnished,4BHK,2,No,Yes,1,2490085,Yes,36941
Emerald Residency 210,2883,2.0,2,Kharghar,Semi-Furnished,2BHK,4,No,Yes,3,4635432,No,0
Sunrise Palace 237,3185,4.0,6,Mulund East,Unfurnished,4BHK,1,No,Yes,2,2293159,Yes,22805
Sai Chawl,1112,2.0,4,Kandivali West,Furnished,2BHK,2,No,Yes,2,1157608,Yes,38585
Sai Chawl,1487,1.0,8,Mulund West,Unfurnished,1BHK,4,No,No,2,2401225,No,0
Sai Chawl,2830,1.0,18,Ghansoli,Furnished,1BHK,2,Yes,No,1,545836,No,0
Palm View 320,787,4.0,14,Bandra West,Semi-Furnished,4BHK,4,Yes,No,3,1460775,Yes,27107
Palm Tower 381,940,2.0,24,Chembur,Furnished,2BHK,4,Yes,No,2,1355459,No,0
Shanti Villa 439,3154,2.0,5,Dadar West,Semi-Furnished,2BHK,2,No,No,1,4227831,No,0
Sai Chawl,2571,2.0,1,Andheri West,Furnished,2BHK,4,No,Yes,4,3702888,Yes,39714
Sapphire Homes 441,3118,4.0,8,Goregaon East,Unfurnished,4BHK,4,Yes,No,3,3573880,Yes,9132
Emerald View 195,3464,4.0,24,Belapur,Unfurnished,4BHK,4,Yes,Yes,2,3836670,Yes,14623
Sai Chawl,1441,4.0,7,Juhu,Semi-Furnished,4BHK,3,Yes,Yes,3,1366652,No,0
Sai Chawl,924,3.0,20,Seawoods,Unfurnished,3BHK,1,Yes,Yes,4,4433391,No,0
Oceanic Apartments 365,3290,3.0,2,Belapur,Semi-Furnished,3BHK,4,No,Yes,3,3106463,No,0
Orchid Tower 76,3104,2.0,9,Malad East,Furnished,2BHK,4,Yes,No,1,1646786,Yes,38773
Royal Residency 102,1461,4.0,24,Malad West,Furnished,4BHK,1,No,No,3,3356008,No,0
Golden Arcade 162,645,1.0,21,Andheri East,Unfurnished,1BHK,1,Yes,Yes,2,4080951,No,0
Sai Chawl,1056,2.0,11,Panvel,Unfurnished,2BHK,4,Yes,No,2,2762399,Yes,32101
Galaxy Plaza 6,1539,1.0,2,Panvel,Semi-Furnished,1BHK,1,No,Yes,2,3674511,No,0
Sai Chawl,2318,3.0,5,Vashi,Furnished,3BHK,3,No,Yes,1,2208333,Yes,27501
Sunrise Estate 465,2752,2.0,22,Vashi,Semi-Furnished,2BHK,1,No,Yes,3,1566452,Yes,36421
Palm Tower 233,850,3.0,7,Vashi,Semi-Furnished,3BHK,3,Yes,Yes,3,960389,Yes,35283
Metro Residency 476,2136,2.0,15,Andheri East,Furnished,2BHK,3,No,Yes,1,2567042,No,0
Sai Chawl,889,3.0,9,Dadar East,Semi-Furnished,3BHK,4,No,No,1,2809753,Yes,35232
Lakeview Tower 145,1175,1.0,17,Goregaon West,Furnished,1BHK,3,No,Yes,4,4971654,Yes,37945
Golden Heights 22,2272,1.0,11,Goregaon East,Unfurnished,1BHK,4,Yes,Yes,1,1024544,Yes,33917
Royal Tower 479,1497,1.0,13,Lower Parel,Semi-Furnished,1BHK,1,No,No,3,1999478,Yes,31433
Silver Grandeur 433,3460,3.0,9,Kharghar,Semi-Furnished,3BHK,1,Yes,Yes,0,3767316,Yes,11970
Metro Apartments 337,1328,4.0,2,Chembur,Furnished,4BHK,1,No,No,1,2097203,Yes,24719
Palm Heights 346,806,2.0,17,Santacruz West,Unfurnished,2BHK,3,Yes,Yes,3,3294133,No,0
Crystal Park 303,2741,4.0,2,Ghansoli,Furnished,4BHK,4,Yes,No,4,3842601,No,0
Sai Chawl,924,1.0,17,Kurla East,Unfurnished,1BHK,3,No,No,4,4381898,No,0
Orchid Residency 220,1031,1.0,24,Nerul,Furnished,1BHK,3,Yes,No,3,4767523,No,0
Sai Chawl,2373,1.0,17,Santacruz East,Semi-Furnished,1BHK,4,Yes,No,2,1483297,No,0
Sapphire View 193,3196,4.0,8,Kurla East,Furnished,4BHK,1,No,No,1,1975909,No,0
Metro Enclave 470,2016,1.0,3,Santacruz West,Unfurnished,1BHK,2,No,Yes,1,1405012,No,0
Sai Chawl,1176,2.0,2,Panvel,Furnished,2BHK,3,Yes,Yes,4,1312411,Yes,25559
Skyline Arcade 143,2700,2.0,19,Lower Parel,Unfurnished,2BHK,4,No,Yes,0,768143,Yes,35982
Skyline Residency 278,906,1.0,1,Seawoods,Furnished,1BHK,3,No,No,4,2345083,No,0
Silver Arcade 362,422,3.0,5,Juhu,Semi-Furnished,3BHK,2,Yes,Yes,1,3271859,No,0
Metro Residency 476,3111,2.0,7,Vile Parle East,Unfurnished,2BHK,2,Yes,No,4,882183,Yes,36195
Elite Grandeur 327,3459,4.0,8,Kurla East,Semi-Furnished,4BHK,2,Yes,Yes,4,4590637,Yes,12473
Skyline Villa 191,2414,4.0,1,Airoli,Unfurnished,4BHK,1,No,Yes,2,2406139,Yes,14976
Orchid Tower 295,984,4.0,16,Santacruz East,Furnished,4BHK,3,Yes,Yes,4,2783840,Yes,29317
Royal Arcade 208,875,4.0,9,Santacruz East,Semi-Furnished,4BHK,2,No,No,2,4076074,No,0
Sai Chawl,2054,3.0,20,Ghatkopar West,Furnished,3BHK,1,No,No,4,4822073,No,0
Sai Chawl,624,1.0,11,Dadar East,Furnished,1BHK,1,Yes,No,1,665978,Yes,12264
Sai Chawl,3486,2.0,12,Airoli,Furnished,2BHK,4,No,No,4,3284391,Yes,12021
Sai Apartments 184,1852,2.0,18,Belapur,Unfurnished,2BHK,2,Yes,Yes,2,3142453,No,0
Harmony View 250,2853,1.0,2,Santacruz West,Furnished,1BHK,4,No,No,3,1237747,Yes,26523
Orchid View 471,861,4.0,18,Kharghar,Semi-Furnished,4BHK,4,No,Yes,1,4414483,No,0
Sai Chawl,2263,1.0,17,Goregaon East,Unfurnished,1BHK,3,No,No,3,2685789,No,0
Sunrise Palace 200,2597,1.0,20,Panvel,Semi-Furnished,1BHK,2,No,No,1,2947239,Yes,31755
Metro Enclave 119,2455,4.0,17,Malad East,Semi-Furnished,4BHK,1,No,No,0,2845604,No,0
Sai Chawl,635,1.0,12,Bandra East,Unfurnished,1BHK,2,No,No,4,1389547,No,0
Sai Chawl,3381,3.0,11,Bandra West,Furnished,3BHK,2,No,Yes,3,4278728,No,0
Green Estate 139,2908,2.0,15,Kurla East,Furnished,2BHK,4,No,No,4,2519083,Yes,38895
Silver Grandeur 433,924,4.0,22,Ghatkopar West,Furnished,4BHK,1,No,Yes,3,574184,No,0
Sunrise Tower 330,2754,1.0,19,Vile Parle West,Semi-Furnished,1BHK,1,No,Yes,3,3712995,No,0
Galaxy Villa 388,1653,4.0,18,Sion,Semi-Furnished,4BHK,4,No,Yes,3,3369341,Yes,33992
Golden Apartments 478,2165,4.0,4,Goregaon West,Unfurnished,4BHK,1,Yes,No,3,3067967,Yes,12144
Sai Chawl,2458,1.0,19,Seawoods,Furnished,1BHK,4,Yes,Yes,4,4244200,Yes,29546
Sai Chawl,2060,2.0,7,Andheri East,Unfurnished,2BHK,4,Yes,Yes,0,1431734,No,0
Galaxy Plaza 340,1768,3.0,14,Worli,Unfurnished,3BHK,1,Yes,Yes,2,3151788,Yes,35477
Elite Residency 308,1354,4.0,12,Borivali West,Semi-Furnished,4BHK,2,Yes,No,4,3113278,Yes,15598
Urban Grandeur 209,802,1.0,19,Panvel,Furnished,1BHK,2,Yes,Yes,4,4030894,No,0
Palm Heights 275,2319,4.0,24,Vashi,Semi-Furnished,4BHK,1,Yes,Yes,4,3217360,No,0
Skyline Enclave 453,1062,1.0,18,Santacruz West,Semi-Furnished,1BHK,2,Yes,Yes,2,4604242,No,0
Golden Estate 132,1364,3.0,21,Malad East,Furnished,3BHK,3,Yes,No,0,2513584,Yes,30272
Silver Palace 443,1576,4.0,13,Andheri East,Unfurnished,4BHK,2,Yes,No,2,567128,No,0
Shanti Plaza 378,1548,2.0,12,Vile Parle West,Furnished,2BHK,4,Yes,Yes,1,3935849,Yes,21511
Oceanic Arcade 355,2416,4.0,3,Dadar East,Unfurnished,4BHK,1,No,No,1,1472072,No,0
Orchid Heights 359,2050,2.0,11,Goregaon East,Semi-Furnished,2BHK,1,No,Yes,2,4839059,No,0
Galaxy Residency 216,1019,4.0,7,Andheri East,Furnished,4BHK,4,Yes,No,1,4321436,Yes,37446
Emerald Apartments 23,1690,1.0,18,Kandivali West,Semi-Furnished,1BHK,3,No,Yes,4,1767614,Yes,27987
Sai Chawl,1535,1.0,20,Panvel,Semi-Furnished,1BHK,1,Yes,Yes,1,1248641,Yes,27577
Lakeview Arcade 343,1832,2.0,5,Borivali East,Unfurnished,2BHK,3,No,Yes,1,4010006,No,0
Metro Apartments 53,1725,4.0,17,Bandra West,Semi-Furnished,4BHK,2,Yes,No,4,3418044,No,0
Royal Heights 106,2973,1.0,22,Mulund East,Semi-Furnished,1BHK,3,Yes,Yes,1,3229241,Yes,17146
Sai Chawl,621,4.0,23,Vashi,Semi-Furnished,4BHK,1,Yes,Yes,3,2851315,Yes,30098
Elite Enclave 70,2926,3.0,8,Mulund West,Unfurnished,3BHK,2,Yes,Yes,4,953226,Yes,38517
Golden Arcade 162,2368,2.0,10,Kurla East,Semi-Furnished,2BHK,2,No,Yes,2,3684809,No,0
Sai Chawl,459,2.0,8,Santacruz West,Unfurnished,2BHK,3,No,No,2,3537765,No,0
Sunrise View 252,3353,4.0,24,Bandra West,Semi-Furnished,4BHK,3,No,Yes,3,4507607,No,0
Skyline Residency 417,2817,3.0,6,Malad West,Unfurnished,3BHK,1,No,Yes,1,2706662,Yes,23635
Sai Chawl,850,2.0,4,Kharghar,Semi-Furnished,2BHK,3,No,No,1,1343046,Yes,9631
Sai Chawl,3203,1.0,15,Airoli,Furnished,1BHK,3,No,Yes,1,1085105,Yes,38119
Royal Palace 353,2807,2.0,11,Nerul,Furnished,2BHK,1,No,Yes,2,3611850,Yes,36141
Sai Chawl,1261,1.0,22,Borivali West,Furnished,1BHK,4,Yes,No,4,4208319,Yes,17734
Sai Chawl,2203,4.0,10,Lower Parel,Unfurnished,4BHK,4,No,Yes,4,3064104,No,0
Sai Chawl,1433,1.0,6,Vile Parle West,Furnished,1BHK,3,No,No,3,576903,No,0
Sai Chawl,2537,2.0,3,Ghatkopar West,Semi-Furnished,2BHK,4,Yes,No,1,4899603,No,0
Lakeview Heights 124,786,1.0,5,Dadar East,Furnished,1BHK,1,No,No,3,1403651,No,0
Skyline Arcade 339,1969,2.0,10,Sion,Furnished,2BHK,1,No,Yes,1,4937582,Yes,9226
Metro Residency 285,2886,4.0,9,Mulund West,Semi-Furnished,4BHK,1,Yes,No,2,922823,No,0
Sai Chawl,1200,4.0,4,Santacruz East,Unfurnished,4BHK,2,Yes,Yes,3,4354563,No,0
Galaxy Homes 164,990,2.0,4,Chembur,Unfurnished,2BHK,4,No,Yes,3,1554049,Yes,22108
Sai Chawl,1048,2.0,9,Andheri East,Unfurnished,2BHK,1,Yes,Yes,1,4695109,Yes,20366
Emerald Residency 282,2088,1.0,19,Vile Parle West,Furnished,1BHK,1,No,Yes,2,3238765,Yes,38269
Emerald Park 85,1362,2.0,22,Powai,Semi-Furnished,2BHK,3,Yes,Yes,3,1183582,Yes,36139
Metro Park 230,3065,1.0,12,Panvel,Unfurnished,1BHK,2,Yes,Yes,4,3456627,No,0
Elite Homes 103,1253,4.0,8,Belapur,Semi-Furnished,4BHK,4,Yes,Yes,2,4858524,Yes,22070
Elite View 136,2528,2.0,11,Vile Parle East,Furnished,2BHK,2,Yes,Yes,2,1437204,No,0
Royal View 242,1725,2.0,8,Kharghar,Furnished,2BHK,1,Yes,Yes,0,3108455,Yes,38089
Golden Residency 310,685,4.0,11,Sion,Semi-Furnished,4BHK,3,No,No,2,2953479,No,0
Sapphire Grandeur 158,2579,2.0,21,Airoli,Furnished,2BHK,4,No,No,1,1670476,Yes,38355
Sai Chawl,2420,2.0,8,Andheri West,Unfurnished,2BHK,4,Yes,Yes,0,1890150,No,0
Sai Chawl,1791,2.0,21,Panvel,Furnished,2BHK,3,Yes,No,3,3462851,Yes,30265
Emerald Residency 290,438,4.0,2,Dadar West,Unfurnished,4BHK,2,No,No,2,1907789,No,0
Golden Tower 40,2746,3.0,6,Malad East,Unfurnished,3BHK,2,No,Yes,1,3696457,No,0
Elite Homes 103,901,3.0,19,Andheri West,Furnished,3BHK,1,Yes,Yes,4,2980218,No,0
Urban Residency 213,2192,2.0,17,Juhu,Furnished,2BHK,2,Yes,No,3,3404020,No,0
Skyline Tower 43,1085,4.0,8,Santacruz East,Semi-Furnished,4BHK,2,Yes,No,4,3038037,No,0
Urban Apartments 7,899,3.0,1,Seawoods,Semi-Furnished,3BHK,2,Yes,Yes,2,1790707,No,0
Sai Chawl,2578,3.0,21,Juhu,Semi-Furnished,3BHK,4,No,No,1,1184439,Yes,26128
Harmony Tower 256,484,2.0,22,Vashi,Semi-Furnished,2BHK,3,No,No,4,1764110,No,0
Palm Heights 450,709,4.0,6,Juhu,Furnished,4BHK,1,No,No,1,2224798,Yes,35358
Sai Chawl,3071,4.0,9,Mulund West,Furnished,4BHK,1,Yes,No,1,2694304,No,0
Golden Estate 325,2324,1.0,13,Ghatkopar East,Unfurnished,1BHK,3,No,Yes,0,2532131,No,0
Sai Chawl,3366,1.0,16,Ghatkopar West,Semi-Furnished,1BHK,2,No,Yes,3,592555,Yes,11873
Sai Chawl,2323,4.0,3,Vile Parle West,Semi-Furnished,4BHK,2,No,Yes,4,3992554,No,0
Palm Grandeur 181,1628,2.0,21,Mulund West,Furnished,2BHK,3,Yes,Yes,3,1104469,No,0
Sai Chawl,2566,3.0,20,Juhu,Semi-Furnished,3BHK,1,Yes,Yes,0,3122841,No,0
Sai Chawl,2609,4.0,7,Dadar West,Furnished,4BHK,1,No,No,3,1713177,Yes,10538
Crystal Grandeur 459,917,1.0,18,Dadar East,Furnished,1BHK,4,No,No,1,1386935,No,0
Sunrise Estate 222,3072,1.0,6,Ghatkopar East,Unfurnished,1BHK,1,No,Yes,1,2177208,No,0
Emerald View 51,3004,2.0,14,Mulund East,Semi-Furnished,2BHK,2,Yes,No,0,1765495,Yes,24473
Sapphire Enclave 176,2872,1.0,2,Juhu,Furnished,1BHK,4,No,No,1,4970675,Yes,17364
Skyline Villa 191,2376,2.0,11,Seawoods,Unfurnished,2BHK,3,No,No,3,4735748,No,0
Oceanic Enclave 91,994,3.0,9,Vile Parle West,Furnished,3BHK,1,Yes,No,4,3368056,No,0
Oceanic Heights 257,3007,2.0,14,Vashi,Furnished,2BHK,1,No,Yes,4,1906233,No,0
Sai Chawl,2876,1.0,21,Dadar West,Unfurnished,1BHK,1,No,Yes,3,1065843,No,0
Sai Chawl,2572,1.0,17,Airoli,Furnished,1BHK,3,No,Yes,4,1120063,Yes,23308
Sai Chawl,1178,2.0,17,Kurla East,Unfurnished,2BHK,4,Yes,Yes,1,846983,Yes,13122
Palm Heights 450,535,2.0,12,Kandivali West,Semi-Furnished,2BHK,2,Yes,No,2,3680523,No,0
Sai Chawl,1772,4.0,13,Seawoods,Unfurnished,4BHK,4,No,No,3,3529326,No,0
Green Grandeur 38,2480,4.0,15,Kandivali West,Semi-Furnished,4BHK,3,No,Yes,2,2198316,No,0
Elite Tower 4,3177,3.0,24,Mulund East,Semi-Furnished,3BHK,4,No,No,3,3310964,Yes,8542
Sapphire Homes 493,1286,4.0,5,Nerul,Furnished,4BHK,1,Yes,No,2,3861479,No,0
Sunrise Park 370,1286,1.0,2,Ghansoli,Unfurnished,1BHK,2,No,Yes,3,3082466,Yes,31303
Green Plaza 390,2638,1.0,23,Ghatkopar East,Semi-Furnished,1BHK,1,No,Yes,3,2956664,No,0
Sai Chawl,2468,1.0,8,Seawoods,Semi-Furnished,1BHK,3,No,Yes,1,3949628,No,0
Sai Chawl,2048,1.0,20,Dadar East,Semi-Furnished,1BHK,3,No,No,2,2934779,Yes,9064
Sai Chawl,2172,2.0,19,Kurla West,Unfurnished,2BHK,2,No,Yes,1,4569934,Yes,27613
Sunrise Palace 347,3302,2.0,19,Juhu,Unfurnished,2BHK,1,No,Yes,1,2550935,Yes,13984
Palm Tower 233,2660,3.0,16,Chembur,Unfurnished,3BHK,2,No,No,3,611344,No,0
Sai Chawl,3385,2.0,5,Juhu,Furnished,2BHK,1,Yes,No,4,3404707,No,0
Urban Estate 316,2684,4.0,17,Ghansoli,Furnished,4BHK,3,Yes,No,2,2857778,Yes,39740
Golden Park 477,1615,3.0,2,Dadar West,Semi-Furnished,3BHK,4,No,Yes,1,3161376,Yes,11994
Sai Chawl,1852,3.0,13,Kandivali West,Furnished,3BHK,4,No,No,4,721017,No,0
Galaxy Enclave 15,1694,2.0,24,Vile Parle East,Furnished,2BHK,2,Yes,No,3,3872293,No,0
Sai Chawl,427,4.0,1,Vile Parle East,Semi-Furnished,4BHK,2,Yes,Yes,4,3625791,Yes,33928
Lakeview Grandeur 358,581,2.0,11,Vile Parle West,Unfurnished,2BHK,2,No,No,0,4716277,No,0
Golden Palace 148,2164,2.0,13,Worli,Semi-Furnished,2BHK,3,No,Yes,1,3133083,Yes,13874
Sunrise Grandeur 262,1912,1.0,18,Malad West,Semi-Furnished,1BHK,4,No,Yes,4,1064182,No,0
Sunrise Palace 219,2160,3.0,6,Dadar West,Semi-Furnished,3BHK,3,No,No,2,891695,Yes,20221
Shanti Homes 396,544,4.0,3,Worli,Furnished,4BHK,4,Yes,Yes,2,3725348,No,0
Emerald Palace 415,2984,3.0,16,Airoli,Semi-Furnished,3BHK,2,No,No,0,2995452,Yes,31222
Royal Heights 106,810,3.0,8,Ghatkopar West,Furnished,3BHK,2,Yes,Yes,2,3382754,No,0
Sai Chawl,3200,2.0,10,Ghansoli,Furnished,2BHK,2,Yes,Yes,4,2667358,Yes,28080
Sai Chawl,2213,1.0,4,Andheri East,Furnished,1BHK,1,No,No,2,3141147,Yes,37702
Skyline View 82,2368,3.0,23,Goregaon East,Unfurnished,3BHK,2,Yes,Yes,2,1944474,No,0
Sai Chawl,1389,1.0,10,Vile Parle West,Semi-Furnished,1BHK,1,Yes,Yes,1,4044227,Yes,21977
Elite Homes 103,3176,3.0,12,Ghansoli,Furnished,3BHK,2,Yes,No,2,1733780,Yes,35226
Sai Chawl,1143,1.0,1,Kurla East,Unfurnished,1BHK,1,Yes,Yes,4,2686314,No,0
Sai Chawl,3146,2.0,3,Bandra East,Semi-Furnished,2BHK,4,Yes,No,4,2328178,Yes,13040
Crystal Homes 217,1046,2.0,8,Andheri West,Semi-Furnished,2BHK,2,Yes,No,0,3933863,Yes,28398
Sai Chawl,2637,1.0,24,Nerul,Furnished,1BHK,1,Yes,Yes,3,3978145,No,0
Sai Chawl,2400,1.0,18,Powai,Unfurnished,1BHK,3,Yes,Yes,3,3217295,Yes,24088
Sai Chawl,1301,2.0,17,Kurla West,Semi-Furnished,2BHK,4,No,Yes,4,1538354,Yes,26251
Sai Chawl,3262,2.0,24,Dadar East,Semi-Furnished,2BHK,2,Yes,No,4,1968790,Yes,25984
Sai Heights 29,2356,2.0,22,Kandivali West,Unfurnished,2BHK,1,No,No,2,2263654,No,0
Sai Park 160,3109,2.0,11,Lower Parel,Semi-Furnished,2BHK,2,No,Yes,4,4264038,Yes,26435
Galaxy Plaza 340,1265,1.0,12,Mulund East,Semi-Furnished,1BHK,4,Yes,Yes,3,3786525,Yes,27096
Sai Chawl,931,1.0,18,Vile Parle East,Furnished,1BHK,4,Yes,No,3,3195942,No,0
Palm Residency 289,605,1.0,5,Belapur,Semi-Furnished,1BHK,1,Yes,No,4,2824836,Yes,38532
Golden Residency 384,1778,1.0,21,Goregaon East,Furnished,1BHK,1,Yes,Yes,2,4616518,No,0
Sai Chawl,3006,2.0,6,Vile Parle East,Semi-Furnished,2BHK,3,No,Yes,4,1146660,Yes,37883
Royal Apartments 467,2130,1.0,4,Andheri West,Furnished,1BHK,1,Yes,Yes,4,3201945,Yes,24399
Urban Residency 159,2789,4.0,9,Ghatkopar East,Semi-Furnished,4BHK,4,No,No,2,3021314,Yes,31725
Elite Grandeur 327,2083,3.0,9,Chembur,Furnished,3BHK,1,No,No,1,4762456,Yes,32476
Royal View 32,639,4.0,23,Vashi,Furnished,4BHK,1,Yes,Yes,1,3914750,No,0
Crystal Residency 73,2390,2.0,9,Malad West,Unfurnished,2BHK,1,Yes,Yes,2,1719896,No,0
Harmony View 438,2434,1.0,24,Dadar East,Unfurnished,1BHK,4,No,No,2,2278521,Yes,25907
Orchid Park 444,1675,3.0,12,Ghatkopar West,Semi-Furnished,3BHK,1,No,No,4,3943522,No,0
Skyline Residency 297,3067,3.0,23,Goregaon West,Semi-Furnished,3BHK,4,Yes,Yes,1,3435870,No,0
Crystal Plaza 107,2850,3.0,21,Ghatkopar East,Semi-Furnished,3BHK,1,Yes,Yes,3,4421403,Yes,18974
Orchid Residency 408,1184,1.0,4,Ghatkopar West,Unfurnished,1BHK,1,No,No,0,1288037,No,0
Golden Apartments 27,703,4.0,10,Kandivali West,Unfurnished,4BHK,3,No,Yes,1,666876,Yes,23036
Crystal Apartments 189,691,3.0,17,Sion,Furnished,3BHK,3,No,No,4,899800,Yes,10064
Sai Chawl,3213,1.0,10,Lower Parel,Unfurnished,1BHK,1,No,Yes,1,3829865,Yes,15343
